TurbID,Day,Tmstamp,Wspd,Wdir,Etmp,Itmp,Ndir,Pab1,Pab2,Pab3,Prtv,Patv
14,40,20:40,5.01,5.52,31.29,33.73,51.75,0.01,0.01,0.01,-134.2,265.14
30,225,13:50,2.6,8.03,4.24,15.43,163.72,-0.49,-0.49,-0.49,11.76,79.98
7,173,21:20,6.61,-0.36,21.63,29.64,236.18,0.05,0.01,0.01,-116.07,428.88
62,49,23:10,2.09,6.93,36.32,39.58,-21.0,0.02,0.02,0.02,-5.35,41.99
99,89,21:50,10.21,0.49,31.82,36.3,373.94,2.92,2.92,2.92,-29.34,1200.26
34,172,02:50,2.39,-2.49,12.81,30.25,221.75,0.01,0.03,0.04,-3.92,72.69
48,175,21:50,9.1,-0.48,21.27,29.29,334.48,0.02,0.01,0.01,-143.02,1235.72
78,63,16:40,3.12,7.17,36.04,43.17,78.66,0.01,0.01,0.01,-9.65,90.35
50,173,16:00,12.96,-2.98,22.63,26.37,138.29,9.02,9.02,9.02,95.94,1513.59
47,165,19:50,3.33,0.07,17.19,32.09,-128.73,1.46,1.45,1.46,-22.84,107.75
63,13,20:20,3.61,-4.62,29.72,37.18,197.65,0.01,0.01,0.01,-34.06,118.93
94,80,13:30,3.85,-5.61,35.61,37.34,43.53,0.01,0.01,0.01,-42.76,218.84
4,205,22:00,8.19,-0.07,3.41,5.82,380.66,0.01,0.02,0.02,13.57,1257.96
56,177,03:30,5.56,0.19,14.5,20.14,131.35,0.03,0.03,0.03,-162.67,556.04
92,108,17:50,5.39,-3.6,34.08,37.77,61.88,7.48,7.48,7.48,0.35,135.74
34,244,09:40,7.4,-1.92,-13.3,17.4,371.29,0.04,0.03,0.03,116.17,1079.63
69,42,20:40,6.16,5.33,33.91,48.48,228.59,0.01,0.01,0.01,-5.76,482.53
76,228,22:10,1.79,42.17,-0.08,12.98,365.29,87.96,88.17,88.18,-0.3,0.0
28,79,21:10,2.43,-3.15,34.87,40.69,37.73,0.01,0.01,0.01,-10.12,59.95
22,239,18:50,4.41,-0.73,8.43,10.87,233.96,0.01,0.01,0.01,1.02,349.85
12,47,14:10,4.5,6.29,33.67,41.54,-122.15,0.01,0.01,0.01,-90.96,347.89
123,194,15:40,1.72,-4.39,17.64,20.45,51.95,0.02,0.02,0.02,0.39,33.79
10,95,23:00,13.18,-0.48,36.47,42.07,254.42,8.09,8.09,8.09,184.25,1519.16
38,121,16:30,3.74,-1.58,394.04,22.4,159.24,0.02,0.02,0.02,-6.48,143.62
52,171,01:00,5.85,-1.58,15.02,19.53,175.09,0.01,0.01,0.01,-83.85,428.2
29,133,08:30,3.77,2.54,25.81,38.36,370.07,23.84,23.72,23.84,-27.26,135.43
117,243,19:00,9.42,-1.78,-4.04,0.86,383.19,5.57,5.57,5.57,86.45,948.87
8,56,18:50,3.48,3.42,38.27,45.49,202.03,0.01,0.01,0.01,-26.17,101.42
27,24,02:30,3.84,5.38,22.75,26.84,358.39,0.01,0.01,0.01,-25.88,148.54
106,157,22:00,4.74,-7.39,16.17,29.23,333.1,0.01,0.01,0.01,-63.81,325.47
44,119,14:50,7.23,-1.77,29.02,36.98,-165.97,0.3,0.3,0.3,38.63,834.25
23,3,15:30,10.39,3.07,29.79,43.37,10.45,1.93,1.93,1.93,73.01,1298.03
60,110,09:30,2.89,-6.86,27.0,33.57,262.96,0.04,0.02,0.02,-5.68,82.18
26,217,02:30,9.07,-4.54,-3.59,5.35,279.45,0.53,0.53,0.53,60.09,1300.89
124,106,02:10,3.33,5.67,30.85,33.33,556.1,0.02,0.02,0.02,8.16,53.37
113,185,05:30,2.43,-7.41,11.9,18.44,266.3,-1.47,-1.47,-1.47,-2.5,1.35
58,147,07:40,3.11,-7.43,23.66,26.28,368.42,0.02,0.02,0.02,-16.39,96.28
129,151,13:20,8.86,-3.38,24.4,25.58,17.95,13.98,13.98,13.98,-35.06,255.3
89,27,01:00,5.85,1.32,20.83,25.88,186.85,0.01,0.01,0.01,-46.72,438.26
55,158,16:50,4.07,4.5,21.78,26.43,340.18,0.01,0.01,0.01,-40.07,206.16
9,29,22:20,8.49,-10.02,32.9,36.86,168.09,0.02,0.02,0.02,-106.11,1142.93
82,218,08:00,3.63,-2.1,-7.2,11.56,339.07,0.01,0.05,0.05,-63.09,194.34
59,139,13:10,5.72,0.69,27.27,34.02,190.73,0.01,0.02,0.01,-92.0,480.64
39,95,04:20,10.67,-0.57,30.41,39.86,202.88,1.52,1.52,1.52,108.02,1325.18
87,174,12:50,3.36,4.01,22.45,26.13,194.73,0.01,0.01,0.01,-24.34,132.85
43,56,08:40,8.37,2.98,28.41,34.6,-42.1,0.21,0.21,0.21,113.53,1065.0
43,223,16:50,1.57,-4.19,4.8,18.95,188.4,0.01,0.0,0.01,1.8,12.82
86,208,20:10,1.72,-6.24,0.46,5.29,205.13,0.01,0.01,0.01,-7.54,30.27
18,136,07:20,7.7,-4.42,29.78,27.86,345.13,0.02,0.01,0.01,85.17,863.1
9,171,09:50,5.31,0.32,55.7,23.2,275.54,0.77,0.77,0.77,-81.22,422.72
14,48,02:50,7.37,-1.53,30.8,35.6,12.71,0.02,0.02,0.02,-42.17,725.55
117,28,20:00,13.96,1.7,32.03,31.79,256.79,4.84,4.84,4.84,155.76,1384.38
103,72,03:40,3.36,-5.09,32.48,36.77,409.38,68.39,68.39,68.39,-3.81,19.13
86,72,19:30,3.44,-8.81,37.0,38.03,93.93,0.04,0.04,0.04,-18.21,120.98
17,100,04:30,2.91,-7.86,33.18,38.93,217.15,0.01,0.01,0.01,2.26,71.9
66,236,07:20,2.51,1.91,-8.58,9.8,168.43,0.02,0.02,0.01,-9.0,70.28
28,51,03:20,8.68,1.53,34.16,43.46,-29.12,0.03,0.03,0.03,-81.6,1181.84
12,51,18:00,6.99,1.99,37.45,46.03,215.59,0.02,0.02,0.02,-96.41,711.7
124,3,19:40,9.01,-4.06,29.5,32.69,25.29,0.01,0.01,0.01,138.93,979.62
110,197,06:30,5.39,1.46,15.97,19.27,325.45,0.02,0.02,0.02,-122.25,360.67
119,25,23:50,6.27,6.1,20.36,21.64,280.96,0.03,0.03,0.03,-15.91,534.74
88,152,01:40,9.65,-1.01,21.28,30.33,-29.29,0.15,0.15,0.15,112.92,1402.53
34,27,14:40,8.45,8.18,27.63,44.43,211.0,1.28,1.28,1.28,-12.21,1016.46
6,64,07:20,5.38,6.26,31.89,41.3,76.76,0.01,0.01,0.01,-44.88,322.14
92,151,09:50,5.19,-4.71,19.9,24.59,-61.44,1.36,1.36,1.36,-3.73,335.5
36,214,03:50,3.07,-4.36,5.8,16.3,12.09,0.01,0.01,0.01,-36.85,143.09
132,83,19:50,3.61,2.12,25.0,35.84,201.08,0.03,0.02,0.03,1.25,88.96
19,234,04:20,2.71,-4.74,-5.1,4.75,147.98,0.01,0.01,0.01,5.69,90.03
1,138,11:00,6.89,1.16,22.36,31.69,421.74,1.0,1.0,1.0,-0.27,670.84
71,168,23:40,6.25,0.04,14.33,22.92,198.39,0.01,0.01,0.01,-128.42,645.48
110,101,03:00,5.21,-3.51,35.73,39.28,386.71,0.01,0.01,0.01,-56.0,288.7
88,111,10:10,9.48,-0.29,33.75,38.7,-6.4,10.35,10.35,10.35,39.22,506.33
31,89,02:50,11.71,-3.59,32.96,41.12,225.91,0.02,0.02,0.03,91.74,1431.81
28,223,18:30,2.52,0.48,4.22,15.78,191.89,0.01,0.01,0.01,-12.31,47.28
14,42,11:20,4.52,0.53,29.92,33.42,397.13,0.01,0.01,0.01,-48.72,234.47
124,89,15:30,3.19,7.65,40.26,42.55,293.1,20.93,20.94,20.93,5.21,29.97
14,191,14:50,3.9,1.44,19.64,24.95,175.49,0.01,0.01,0.01,-56.85,231.73
46,89,13:10,8.91,-2.37,38.87,46.38,362.62,0.2,0.19,0.2,-89.92,1043.33
115,111,02:20,8.93,4.8,25.68,34.29,209.73,6.01,6.01,6.01,99.48,994.51
120,194,01:30,3.4,-0.59,17.03,20.78,249.45,0.01,0.01,0.01,-8.33,39.35
49,33,17:10,4.36,10.04,35.46,38.2,127.48,28.46,28.45,28.46,-10.73,62.07
54,10,18:20,8.15,-0.1,22.1,28.8,166.9,0.3,0.3,0.3,8.31,952.92
121,15,22:10,5.58,-2.78,394.33,31.47,216.34,0.03,0.03,0.03,-90.02,345.91
76,18,05:50,13.94,18.23,20.83,21.85,128.29,85.96,85.98,85.98,-0.3,0.0
22,133,08:50,5.41,-2.73,33.38,31.14,35.02,0.01,0.01,0.01,-70.02,435.73
71,119,00:10,6.84,-3.65,27.28,36.74,-204.09,1.67,1.67,1.67,-118.78,593.35
105,187,19:40,4.07,0.4,13.78,21.28,95.82,0.01,0.01,0.01,-74.57,225.03
134,147,00:40,3.41,-2.88,26.26,25.7,367.31,0.02,0.02,0.02,-23.92,145.1
58,53,23:00,6.21,0.79,33.24,35.82,221.05,0.01,0.01,0.01,-77.61,541.14
11,175,11:40,7.68,-1.25,18.58,25.34,348.73,0.02,0.02,0.02,-108.87,954.17
128,2,21:10,2.13,-4.3,30.0,30.83,28.67,0.01,0.01,0.01,-8.8,27.81
83,170,20:20,3.65,-0.34,14.0,21.66,152.03,0.01,0.01,0.01,-31.48,149.09
32,220,22:50,3.4,-0.12,0.3,5.61,313.07,0.01,0.01,0.01,5.65,224.46
120,106,06:40,6.2,-3.0,31.61,34.08,207.71,0.05,0.05,0.04,-21.04,468.2
5,151,11:50,8.53,-0.82,23.65,26.01,351.54,76.04,76.04,76.04,6.43,23.29
49,219,20:20,2.14,-0.7,0.3,10.2,140.91,0.01,0.01,0.01,-8.3,45.3
68,204,12:30,5.35,-0.72,393.71,6.47,335.19,0.01,0.01,0.01,-115.86,390.83
6,178,01:00,6.51,-3.03,15.92,26.29,87.61,0.03,0.03,0.03,-120.22,482.26
109,119,21:20,11.56,3.23,30.99,45.43,-5.25,1.72,1.71,1.71,102.84,1461.01
15,60,05:30,8.17,-3.97,30.5,34.9,125.2,0.02,0.01,0.02,127.53,1011.2
122,73,15:40,2.29,7.79,34.4,38.28,153.61,0.02,0.02,0.02,4.85,34.34
111,10,05:20,9.49,-6.25,14.57,26.69,20.47,0.03,0.05,0.04,-9.62,1095.63
51,139,05:00,4.2,-1.44,21.39,32.92,343.34,0.02,0.02,0.02,-44.68,200.81
80,177,01:30,5.97,-4.89,16.06,24.31,371.43,2.09,2.09,2.09,-117.32,439.58
63,225,02:00,1.59,-1.82,-1.72,14.5,230.7,0.01,0.04,0.03,-3.49,41.7
26,97,22:10,2.87,5.09,34.97,38.85,257.83,0.04,0.01,0.01,-5.71,117.93
101,176,18:00,5.15,-0.94,28.35,23.61,234.65,0.03,0.02,0.03,-168.15,389.37
99,159,07:50,3.5,-0.41,19.08,16.6,232.92,0.02,0.02,0.02,-30.62,107.74
91,116,16:40,2.68,5.72,33.62,36.99,20.19,11.48,11.48,11.48,-5.74,49.87
49,242,10:00,2.63,-5.63,-2.79,8.42,349.7,0.01,0.01,0.01,-3.29,76.59
32,159,10:10,2.48,5.79,17.99,19.25,309.28,0.02,0.02,0.02,-22.51,87.25
46,237,16:00,3.0,0.65,2.69,15.42,198.04,18.99,18.96,18.99,-19.33,84.96
127,21,00:50,3.97,7.51,36.68,40.88,213.59,0.05,0.05,0.01,-44.01,169.94
92,73,12:00,2.73,-1.54,35.22,39.27,258.56,1.02,1.02,1.02,-11.95,64.08
77,87,19:20,6.56,-0.06,38.67,39.6,-185.54,0.01,0.01,0.01,-60.54,617.93
80,54,19:30,10.48,-0.68,36.99,42.89,207.88,15.6,15.6,15.6,36.28,384.88
37,89,03:20,11.16,-1.86,33.79,40.11,185.42,4.33,4.33,4.33,95.54,1519.68
56,36,01:10,7.68,-4.7,31.37,37.73,82.12,0.01,0.01,0.01,-6.42,784.88
123,1,19:10,4.59,-4.29,36.4,36.83,62.03,0.01,0.01,0.01,-66.39,264.66
77,124,02:00,2.51,1.86,26.48,31.84,310.55,0.01,0.02,0.02,-14.07,72.23
77,22,18:10,10.06,-0.5,31.6,35.54,205.13,1.17,1.17,1.17,80.53,1298.39
87,181,19:40,4.38,-4.18,18.62,21.99,60.32,0.01,0.01,0.01,-67.16,228.2
9,81,13:50,2.71,-8.09,43.01,43.77,-88.2,0.01,0.01,0.01,-1.72,69.76
1,121,19:10,4.14,0.35,22.5,30.59,192.99,0.99,0.99,0.99,-0.25,233.43
86,21,14:10,3.52,0.93,35.18,36.47,325.65,2.53,2.53,2.53,-17.24,69.76
54,42,09:20,5.53,-2.17,27.92,32.33,134.15,0.01,0.01,0.01,-87.92,366.75
32,81,10:10,6.52,-5.11,35.81,35.72,-21.51,0.01,0.01,0.01,27.75,467.51
100,65,18:30,2.21,-4.45,40.0,41.25,185.06,32.41,32.41,32.41,-6.46,34.55
96,171,12:40,5.27,-0.24,18.0,19.88,180.53,4.12,4.12,4.12,-33.47,182.29
6,158,00:30,8.88,-3.61,15.7,28.5,460.65,0.08,0.08,0.09,-153.44,1309.53
78,102,14:10,6.1,2.29,36.01,44.82,-43.1,0.02,0.02,0.02,-31.83,445.12
43,74,08:50,9.3,2.31,28.9,35.99,-6.89,0.02,0.02,0.02,93.37,1226.31
13,158,16:20,4.68,-0.54,22.77,32.76,61.82,0.01,0.01,0.01,-48.69,254.91
132,117,05:30,2.91,4.45,27.43,37.07,51.62,0.02,0.03,0.02,-8.17,60.63
112,171,08:30,5.58,-5.16,12.14,15.74,294.45,0.0,0.0,0.01,-68.99,464.81
119,26,10:00,6.61,3.51,18.94,21.57,284.21,0.01,0.01,0.01,-0.2,660.65
36,35,02:50,2.08,1.06,31.86,42.87,297.95,0.01,0.01,0.01,1.51,37.54
2,204,00:20,10.2,-5.26,-0.77,14.56,28.91,56.88,56.98,56.98,-39.99,122.74
92,111,01:10,8.26,-2.37,32.29,36.97,221.63,2.2,2.2,2.2,65.75,894.88
16,111,11:40,9.39,2.09,35.42,39.08,17.43,10.43,10.43,10.43,74.32,540.91
127,156,04:20,3.39,2.55,11.8,14.74,292.98,0.01,0.01,0.01,-28.42,170.81
31,27,22:00,6.59,-3.67,26.9,32.35,402.93,0.06,0.06,0.06,-57.68,497.63
28,18,15:10,13.12,-12.4,29.94,29.06,16.44,90.3,90.37,90.37,-0.3,0.0
10,29,20:50,7.79,5.57,28.0,33.89,133.96,0.02,0.02,0.02,-84.37,856.13
117,196,03:40,9.13,0.56,14.29,16.34,-1.93,6.82,6.82,6.82,96.51,1050.47
112,151,03:50,8.25,1.32,20.6,24.52,-35.69,-0.66,-0.66,-0.66,61.45,1140.1
111,25,09:20,4.81,5.09,17.59,28.7,368.89,0.02,0.02,0.02,13.85,282.03
16,180,10:20,2.3,5.79,12.47,20.05,341.6,0.01,0.01,0.01,3.89,61.32
129,144,14:40,4.74,2.03,21.71,22.54,34.71,0.01,0.01,0.01,-59.6,284.17
43,10,04:00,7.04,-3.48,15.26,23.06,12.68,0.03,0.03,0.03,-32.31,1202.56
127,206,16:40,8.51,-2.11,2.18,8.83,318.61,0.5,0.5,0.5,123.12,1341.65
29,126,06:20,5.66,-6.69,27.83,39.54,395.12,0.01,0.01,0.01,-56.39,341.88
129,102,00:00,11.33,-0.92,34.36,34.93,364.47,19.43,19.43,19.43,-7.67,226.67
28,156,23:30,12.46,-6.69,15.21,24.6,353.91,7.24,7.24,7.24,-30.22,1519.15
29,149,05:10,10.11,-0.93,16.68,31.12,34.74,0.92,0.92,0.92,52.16,1331.99
61,227,08:10,5.76,-2.33,393.21,7.48,363.84,0.04,0.04,0.04,34.81,712.42
134,29,16:40,9.5,-2.61,28.06,29.7,191.84,1.83,1.83,1.83,62.6,1153.51
24,173,23:10,1.74,7.78,392.54,20.85,223.01,-1.99,-1.99,-1.99,-0.76,0.83
69,154,08:20,4.16,1.32,12.6,14.86,313.44,0.1,0.1,0.1,-44.1,231.89
32,136,16:30,3.4,7.3,28.82,28.57,350.52,0.04,0.04,0.04,-30.27,155.54
120,51,03:10,7.53,1.61,37.18,41.47,-156.02,-0.48,-0.48,-0.48,-93.04,861.08
16,217,02:00,5.61,-1.54,-3.82,10.55,-11.79,0.18,0.18,0.18,95.0,503.94
22,145,23:30,1.43,5.76,35.63,35.04,288.7,0.66,0.66,0.66,-4.53,13.83
125,203,22:30,5.15,-1.87,5.11,31.95,-26.93,0.06,0.06,0.06,-115.06,466.78
47,95,19:30,9.24,-1.83,38.32,53.36,380.02,0.01,0.01,0.01,82.86,1131.29
7,130,14:30,11.2,-3.06,35.43,38.39,133.61,0.14,0.14,0.14,15.65,1199.88
76,226,09:10,3.82,-1.67,-1.5,11.49,402.57,0.01,0.01,0.01,-46.5,186.85
91,23,00:10,4.07,-0.29,22.51,28.27,521.23,0.01,0.01,0.01,-124.25,212.15
75,144,08:30,3.76,-0.77,22.48,28.61,351.95,0.47,0.48,0.47,-34.06,179.86
55,6,13:40,4.97,0.46,24.22,28.64,17.92,0.35,0.35,0.34,-11.43,297.7
80,211,11:50,1.32,27.28,-0.46,18.83,381.58,89.59,89.68,89.68,0.0,0.0
24,152,00:10,11.06,0.95,392.54,25.5,317.16,8.5,8.5,8.5,6.37,1264.9
41,120,22:20,3.82,4.53,25.45,30.55,61.15,0.02,0.02,0.02,-4.37,233.36
58,105,10:20,4.62,1.91,31.58,34.0,379.55,3.42,3.42,3.42,7.26,212.56
53,94,12:10,12.13,-2.39,31.2,37.38,136.82,7.27,7.27,7.27,133.03,848.41
101,51,01:00,8.56,-3.82,52.22,38.64,186.64,0.03,0.04,0.03,82.62,944.76
106,171,13:30,3.95,-3.92,19.3,27.12,348.62,2.52,2.52,2.52,-25.71,161.58
1,202,12:50,9.43,-2.26,10.4,28.0,30.9,1.0,1.0,1.0,-0.21,1362.74
58,122,20:10,3.11,1.38,30.93,32.7,136.57,0.02,0.02,0.02,-0.09,113.98
61,112,06:20,11.76,-3.68,393.21,39.5,-3.25,7.51,7.51,7.51,175.38,1501.8
2,206,20:20,10.83,-3.37,-6.96,10.64,57.11,3.58,3.58,3.58,84.6,1519.83
71,55,03:00,3.49,-1.78,29.32,37.53,172.38,-1.16,-1.16,-1.16,-42.0,131.7
27,81,07:50,4.59,-5.46,33.89,38.39,-47.21,0.01,0.01,0.01,-24.87,244.9
50,55,03:40,4.49,-1.69,26.63,33.48,-38.2,0.01,0.01,0.01,-69.66,242.42
47,11,09:00,11.79,-5.87,15.66,31.87,355.95,11.1,11.1,11.1,75.12,990.03
12,49,16:20,3.22,1.78,36.4,43.69,-2.88,0.05,0.05,0.04,-15.57,124.76
43,165,15:10,5.69,2.68,18.47,23.26,221.28,0.01,0.01,0.01,-93.21,473.39
61,236,02:50,6.47,0.16,393.21,10.0,180.88,0.01,0.01,0.01,46.58,862.45
86,48,14:40,3.34,16.63,39.2,40.72,81.09,50.99,51.0,51.0,-10.99,27.94
42,6,01:10,5.04,3.61,16.56,32.24,204.85,0.02,0.02,0.02,-160.77,295.82
121,143,07:40,5.47,0.04,394.33,22.53,57.86,0.01,0.01,0.01,-88.55,416.5
87,112,00:20,11.12,-0.33,34.85,40.08,11.05,7.72,7.72,7.72,94.39,1191.9
44,90,13:30,1.43,37.49,36.05,40.98,-59.79,90.36,90.34,90.35,-0.3,0.0
12,210,17:40,7.42,-4.04,4.42,14.12,389.46,0.01,0.01,0.01,6.72,1010.67
45,182,08:10,8.67,-1.21,13.12,24.5,248.74,0.01,0.01,0.01,-157.05,1053.08
83,91,19:20,9.65,4.61,34.36,42.6,188.5,0.07,0.08,0.08,41.61,1168.07
26,129,18:20,5.46,-2.29,32.77,36.03,296.12,0.02,0.01,0.02,16.57,367.05
109,70,21:40,7.72,4.85,35.87,42.2,210.55,0.02,0.02,0.02,9.59,633.68
70,113,01:40,7.31,-1.58,31.28,41.5,271.34,8.59,8.59,8.59,-54.8,420.85
24,162,05:00,6.72,-2.17,392.54,20.38,-50.03,3.14,3.14,3.14,-79.82,982.54
121,3,16:50,8.88,-3.29,394.33,32.91,79.15,0.12,0.12,0.13,5.55,1001.0
32,163,10:40,3.15,-1.35,15.86,17.61,-46.24,0.01,0.01,0.01,-16.8,117.55
96,206,01:20,6.7,-0.3,-3.32,3.75,147.67,0.01,0.01,0.01,79.85,697.91
54,50,21:30,3.99,5.31,39.21,43.77,160.24,0.04,0.04,0.04,-71.23,190.76
84,29,05:00,7.18,4.27,18.05,24.83,322.17,0.01,0.02,0.01,-72.01,648.58
42,101,17:20,3.8,33.31,38.71,44.57,232.76,62.15,62.16,62.17,-0.96,15.1
56,60,00:20,5.99,-2.81,31.85,36.91,126.25,0.01,0.01,0.01,4.77,611.67
56,90,21:50,2.4,5.54,35.24,39.05,309.74,0.03,0.03,0.02,1.04,91.72
1,23,07:10,7.71,3.26,18.62,29.37,376.57,1.0,1.0,1.0,-0.21,876.92
126,86,16:50,5.41,2.62,38.27,37.06,165.34,-1.97,-1.97,-1.98,-20.72,416.91
25,54,01:20,4.24,2.46,394.04,33.55,271.03,0.01,0.01,0.01,-158.05,235.12
31,30,01:10,2.49,-1.91,22.55,27.89,511.68,0.04,0.03,0.03,-9.22,50.02
36,133,14:00,5.96,0.26,34.86,39.77,397.53,0.03,0.03,0.03,-101.47,495.05
128,15,01:00,5.55,4.3,25.1,27.03,160.47,0.01,0.01,0.01,-106.22,401.93
42,63,18:10,3.98,-1.46,32.49,40.7,175.35,0.01,0.01,0.01,-12.97,185.31
123,131,12:00,2.66,7.08,28.13,29.12,393.59,0.01,0.01,0.01,7.91,109.99
94,80,13:50,5.07,0.06,35.87,37.83,33.37,0.01,0.01,0.01,-41.75,375.41
118,179,14:50,7.76,-3.16,16.89,19.51,320.97,0.07,0.07,0.07,-16.59,1038.7
71,137,20:20,4.04,1.48,27.04,33.99,347.09,0.04,0.03,0.04,-34.97,232.14
52,108,11:30,2.62,-3.79,31.14,33.77,373.34,7.94,7.94,7.94,-2.59,61.83
55,112,06:00,13.13,-7.52,30.16,38.03,308.73,6.51,6.51,6.51,159.38,1518.77
124,82,11:50,6.9,1.24,30.07,32.29,60.84,0.01,0.01,0.01,-24.05,362.53
50,225,16:20,4.85,-2.36,2.19,13.16,145.22,0.02,0.02,0.02,28.51,350.79
29,100,16:00,5.77,2.7,40.29,50.33,196.75,0.06,0.06,0.06,-10.46,477.66
116,6,23:30,6.27,6.89,20.92,23.55,-381.55,0.61,0.61,0.61,9.49,254.6
45,112,02:50,12.9,-1.56,32.59,41.28,248.21,6.59,6.59,6.59,122.55,1174.15
24,191,21:30,2.76,1.47,392.54,16.7,216.88,-1.99,-1.99,-1.99,-3.25,79.66
26,78,23:10,6.86,1.09,23.93,29.28,-81.61,0.01,0.01,0.01,-61.58,648.07
123,230,15:40,2.74,-7.13,2.09,2.32,172.02,0.03,0.03,0.03,-14.29,146.84
115,194,19:40,3.55,-1.35,8.49,21.36,404.08,0.02,0.03,0.02,-18.13,115.01
83,219,13:20,2.97,-0.27,-0.02,8.88,163.01,0.01,0.01,0.01,12.82,109.04
40,163,09:10,2.28,-0.18,25.22,25.82,-33.64,0.03,0.05,0.04,-11.22,29.2
100,143,19:40,9.51,0.15,36.42,36.55,168.83,6.59,6.59,6.59,4.5,1050.9
8,115,18:30,4.35,-2.26,34.94,42.99,-379.83,0.01,0.01,0.01,-24.81,143.69
107,126,00:30,3.86,0.78,25.9,32.41,333.61,0.01,0.01,0.01,-17.94,169.38
82,70,08:30,2.93,-3.18,27.01,32.99,351.73,0.02,0.02,0.02,-24.74,93.12
76,199,02:00,17.95,6.45,12.39,21.0,-194.33,16.06,16.06,16.06,163.13,1510.69
23,181,19:20,4.7,0.09,19.04,26.41,29.39,0.01,0.01,0.01,-94.25,303.65
131,216,13:20,5.1,-1.13,-1.67,13.04,323.76,0.02,0.02,0.02,20.69,376.15
26,214,16:50,4.46,-0.17,4.01,9.11,303.78,0.03,0.04,0.03,-58.05,270.15
52,121,05:10,3.85,-6.37,22.54,25.76,192.98,0.04,0.04,0.04,-23.95,182.51
61,37,13:50,8.93,6.75,393.21,42.21,32.41,0.11,0.11,0.11,-54.35,1111.02
19,166,01:20,1.69,4.56,12.49,19.34,-81.47,0.03,0.03,0.03,0.32,19.43
76,178,20:30,6.89,0.88,15.9,17.98,191.67,4.29,4.28,4.28,-129.45,452.08
70,122,17:10,4.94,2.23,33.71,43.02,-187.02,0.02,0.02,0.02,-31.73,322.65
13,133,06:30,7.82,-0.3,26.53,39.25,353.09,0.01,0.01,0.01,6.72,909.33
66,145,14:40,3.25,-7.23,25.32,31.96,127.78,0.01,0.01,0.01,-13.74,94.21
59,170,13:00,3.25,-5.36,19.22,26.48,124.17,1.53,1.53,1.52,-21.26,113.97
55,53,08:10,2.11,-6.13,20.91,26.01,341.2,0.01,0.01,0.01,-14.43,51.49
79,179,11:00,9.98,3.94,7.81,12.62,340.79,13.9,13.9,13.9,-116.54,349.09
3,205,20:20,8.74,4.39,-2.72,14.69,267.08,10.77,10.77,10.77,-112.86,472.11
85,91,18:20,8.42,-3.84,38.39,40.82,110.3,47.28,47.29,47.29,-4.46,107.89
108,168,04:00,2.95,6.15,2.84,33.15,354.37,29.9,29.9,29.9,6.91,71.67
52,132,03:00,4.95,-5.77,25.0,28.32,184.76,0.01,0.01,0.01,15.22,334.9
90,77,22:10,4.61,1.77,32.84,37.05,186.38,25.59,25.59,25.59,-4.0,160.23
73,75,16:50,1.47,24.3,40.65,49.12,144.02,90.36,90.36,90.35,-0.3,0.0
99,41,06:50,4.87,-5.23,33.39,24.18,257.17,0.01,0.01,0.01,-15.58,65.05
27,168,12:00,2.75,1.61,16.22,20.92,334.75,0.04,0.05,0.05,-21.1,91.32
101,62,02:20,2.57,-2.35,43.87,30.21,237.58,0.01,0.01,0.01,-7.19,47.21
113,118,04:30,8.09,-0.46,34.03,33.51,29.12,12.98,12.98,12.98,-11.79,234.44
7,237,04:20,2.2,-1.33,1.56,20.88,290.92,0.05,0.05,0.01,0.08,25.69
114,50,04:20,7.59,0.88,30.61,32.75,304.22,6.69,6.69,6.69,125.16,464.23
98,59,14:10,2.95,-55.93,33.6,34.52,82.55,72.86,72.86,72.86,-0.3,0.0
78,231,14:30,2.85,-0.33,0.2,17.07,483.44,0.01,0.01,0.01,4.85,113.26
10,204,03:00,3.78,4.43,3.09,10.53,-5.66,0.02,0.02,0.02,-52.16,160.19
121,168,12:00,2.87,-2.78,394.33,15.33,448.19,0.06,0.06,0.05,-19.3,84.6
69,183,12:10,3.78,-2.86,11.44,13.95,180.51,-0.01,-0.01,-0.01,-31.44,169.63
6,222,00:40,8.74,-1.72,-0.2,20.49,100.7,0.04,0.04,0.04,15.21,1251.92
10,79,03:00,4.72,0.76,24.79,28.66,262.4,0.01,0.01,0.01,-38.12,280.66
118,81,12:10,2.74,5.46,72.73,39.08,23.74,0.01,0.01,0.01,7.27,124.09
73,182,08:40,7.91,3.54,14.02,27.04,232.55,1.58,1.58,1.58,-69.96,1066.97
53,72,08:50,5.07,-2.05,28.13,35.15,390.08,-1.52,-1.52,-1.52,-57.65,294.19
66,153,02:10,4.3,-4.27,17.08,25.47,276.91,1.28,1.28,1.28,-39.81,178.73
110,219,22:40,3.24,3.0,6.07,15.15,175.22,0.01,0.01,0.01,3.47,91.13
100,210,07:40,4.69,0.7,1.48,6.34,172.33,0.02,0.02,0.02,-68.85,300.65
17,119,14:50,8.51,-0.35,32.02,36.25,-174.76,0.32,0.32,0.32,38.21,1049.66
83,183,22:50,5.38,1.5,7.08,17.6,222.82,0.05,0.05,0.05,-157.64,458.14
72,195,18:10,4.48,-5.57,18.25,24.4,12.16,0.03,0.03,0.03,-73.12,221.59
100,71,11:30,6.12,0.99,33.82,35.89,557.1,0.07,0.07,0.07,-21.86,426.2
103,83,01:10,1.62,-1.6,33.48,40.56,196.89,0.01,0.01,0.01,-0.74,8.97
